location_key,country_code,subregion1_code,subregion2_code
BR_SE_280200,BR,SE,280200
BR_SE_280210,BR,SE,280210
BR_SE_280220,BR,SE,280220
BR_SE_280230,BR,SE,280230
BR_SE_280240,BR,SE,280240
BR_SE_280250,BR,SE,280250
BR_SE_280260,BR,SE,280260
BR_SE_280270,BR,SE,280270
BR_SE_280280,BR,SE,280280
BR_SE_280290,BR,SE,280290
BR_SE_280300,BR,SE,280300
BR_SE_280310,BR,SE,280310
BR_SE_280320,BR,SE,280320
BR_SE_280330,BR,SE,280330
BR_SE_280340,BR,SE,280340
BR_SE_280350,BR,SE,280350
BR_SE_280360,BR,SE,280360
BR_SE_280370,BR,SE,280370
BR_SE_280380,BR,SE,280380
BR_SE_280390,BR,SE,280390
BR_SE_280400,BR,SE,280400
BR_SE_280410,BR,SE,280410
BR_SE_280420,BR,SE,280420
BR_SE_280430,BR,SE,280430
BR_SE_280440,BR,SE,280440
BR_SE_280445,BR,SE,280445
BR_SE_280450,BR,SE,280450
BR_SE_280460,BR,SE,280460
BR_SE_280470,BR,SE,280470
BR_SE_280480,BR,SE,280480
BR_SE_280490,BR,SE,280490
BR_SE_280500,BR,SE,280500
BR_SE_280510,BR,SE,280510
BR_SE_280520,BR,SE,280520
BR_SE_280530,BR,SE,280530
BR_SE_280540,BR,SE,280540
BR_SE_280550,BR,SE,280550
BR_SE_280560,BR,SE,280560
BR_SE_280570,BR,SE,280570
BR_SE_280580,BR,SE,280580
BR_SE_280590,BR,SE,280590
BR_SE_280600,BR,SE,280600
BR_SE_280610,BR,SE,280610
BR_SE_280620,BR,SE,280620
BR_SE_280630,BR,SE,280630
BR_SE_280640,BR,SE,280640
BR_SE_280650,BR,SE,280650
BR_SE_280660,BR,SE,280660
BR_SE_280670,BR,SE,280670
BR_SE_280680,BR,SE,280680
BR_SE_280690,BR,SE,280690
BR_SE_280700,BR,SE,280700
BR_SE_280710,BR,SE,280710
BR_SE_280720,BR,SE,280720
BR_SE_280730,BR,SE,280730
BR_SE_280740,BR,SE,280740
BR_SE_280750,BR,SE,280750
BR_SE_280760,BR,SE,280760
BR_SP,BR,SP,
BR_SP_350010,BR,SP,350010
BR_SP_350020,BR,SP,350020
BR_SP_350030,BR,SP,350030
BR_SP_350040,BR,SP,350040
BR_SP_350050,BR,SP,350050
BR_SP_350055,BR,SP,350055
BR_SP_350060,BR,SP,350060
BR_SP_350070,BR,SP,350070
BR_SP_350075,BR,SP,350075
BR_SP_350080,BR,SP,350080
BR_SP_350090,BR,SP,350090
BR_SP_350100,BR,SP,350100
BR_SP_350110,BR,SP,350110
BR_SP_350115,BR,SP,350115
BR_SP_350120,BR,SP,350120
BR_SP_350130,BR,SP,350130
BR_SP_350140,BR,SP,350140
BR_SP_350150,BR,SP,350150
BR_SP_350160,BR,SP,350160
BR_SP_350170,BR,SP,350170
BR_SP_350180,BR,SP,350180
BR_SP_350190,BR,SP,350190
BR_SP_350200,BR,SP,350200
BR_SP_350210,BR,SP,350210
BR_SP_350220,BR,SP,350220
BR_SP_350230,BR,SP,350230
BR_SP_350240,BR,SP,350240
BR_SP_350250,BR,SP,350250
BR_SP_350260,BR,SP,350260
BR_SP_350270,BR,SP,350270
BR_SP_350275,BR,SP,350275
BR_SP_350280,BR,SP,350280
BR_SP_350290,BR,SP,350290
BR_SP_350300,BR,SP,350300
BR_SP_350310,BR,SP,350310
BR_SP_350315,BR,SP,350315
BR_SP_350320,BR,SP,350320
BR_SP_350330,BR,SP,350330
BR_SP_350335,BR,SP,350335
BR_SP_350340,BR,SP,350340
BR_SP_350350,BR,SP,350350
BR_SP_350360,BR,SP,350360
BR_SP_350370,BR,SP,350370
BR_SP_350380,BR,SP,350380
BR_SP_350390,BR,SP,350390
BR_SP_350395,BR,SP,350395
BR_SP_350400,BR,SP,350400
BR_SP_350410,BR,SP,350410
BR_SP_350420,BR,SP,350420
BR_SP_350430,BR,SP,350430
BR_SP_350440,BR,SP,350440
BR_SP_350450,BR,SP,350450
BR_SP_350460,BR,SP,350460
BR_SP_350470,BR,SP,350470
BR_SP_350480,BR,SP,350480
BR_SP_350490,BR,SP,350490
BR_SP_350500,BR,SP,350500
BR_SP_350510,BR,SP,350510
BR_SP_350520,BR,SP,350520
BR_SP_350530,BR,SP,350530
BR_SP_350535,BR,SP,350535
BR_SP_350540,BR,SP,350540
BR_SP_350550,BR,SP,350550
BR_SP_350560,BR,SP,350560
BR_SP_350570,BR,SP,350570
BR_SP_350580,BR,SP,350580
BR_SP_350590,BR,SP,350590
BR_SP_350600,BR,SP,350600
BR_SP_350610,BR,SP,350610
BR_SP_350620,BR,SP,350620
BR_SP_350630,BR,SP,350630
BR_SP_350635,BR,SP,350635
BR_SP_350640,BR,SP,350640
BR_SP_350650,BR,SP,350650
BR_SP_350660,BR,SP,350660
BR_SP_350670,BR,SP,350670
BR_SP_350680,BR,SP,350680
BR_SP_350690,BR,SP,350690
BR_SP_350700,BR,SP,350700
BR_SP_350710,BR,SP,350710
BR_SP_350715,BR,SP,350715
BR_SP_350720,BR,SP,350720
BR_SP_350730,BR,SP,350730
BR_SP_350740,BR,SP,350740
BR_SP_350745,BR,SP,350745
BR_SP_350750,BR,SP,350750
BR_SP_350760,BR,SP,350760
BR_SP_350770,BR,SP,350770
BR_SP_350775,BR,SP,350775
BR_SP_350780,BR,SP,350780
BR_SP_350790,BR,SP,350790
BR_SP_350800,BR,SP,350800
BR_SP_350810,BR,SP,350810
BR_SP_350820,BR,SP,350820
BR_SP_350830,BR,SP,350830
BR_SP_350840,BR,SP,350840
BR_SP_350850,BR,SP,350850
BR_SP_350860,BR,SP,350860
BR_SP_350870,BR,SP,350870
BR_SP_350880,BR,SP,350880
BR_SP_350890,BR,SP,350890
BR_SP_350900,BR,SP,350900
BR_SP_350910,BR,SP,350910
BR_SP_350920,BR,SP,350920
BR_SP_350925,BR,SP,350925
BR_SP_350930,BR,SP,350930
BR_SP_350940,BR,SP,350940
BR_SP_350945,BR,SP,350945
BR_SP_350950,BR,SP,350950
BR_SP_350960,BR,SP,350960
BR_SP_350970,BR,SP,350970
BR_SP_350980,BR,SP,350980
BR_SP_350990,BR,SP,350990
BR_SP_350995,BR,SP,350995
BR_SP_351000,BR,SP,351000
BR_SP_351010,BR,SP,351010
BR_SP_351015,BR,SP,351015
BR_SP_351020,BR,SP,351020
BR_SP_351030,BR,SP,351030
BR_SP_351040,BR,SP,351040
BR_SP_351050,BR,SP,351050
BR_SP_351060,BR,SP,351060
BR_SP_351070,BR,SP,351070
BR_SP_351080,BR,SP,351080
BR_SP_351090,BR,SP,351090
BR_SP_351100,BR,SP,351100
BR_SP_351110,BR,SP,351110
BR_SP_351120,BR,SP,351120
BR_SP_351130,BR,SP,351130
BR_SP_351140,BR,SP,351140
BR_SP_351150,BR,SP,351150
BR_SP_351160,BR,SP,351160
BR_SP_351170,BR,SP,351170
BR_SP_351190,BR,SP,351190
BR_SP_351200,BR,SP,351200
BR_SP_351210,BR,SP,351210
BR_SP_351220,BR,SP,351220
BR_SP_351230,BR,SP,351230
BR_SP_351240,BR,SP,351240
BR_SP_351250,BR,SP,351250
BR_SP_351260,BR,SP,351260
BR_SP_351270,BR,SP,351270
BR_SP_351280,BR,SP,351280
BR_SP_351290,BR,SP,351290
BR_SP_351300,BR,SP,351300
BR_SP_351310,BR,SP,351310
BR_SP_351320,BR,SP,351320
BR_SP_351330,BR,SP,351330
BR_SP_351340,BR,SP,351340
BR_SP_351350,BR,SP,351350
BR_SP_351360,BR,SP,351360
BR_SP_351370,BR,SP,351370
BR_SP_351380,BR,SP,351380
BR_SP_351385,BR,SP,351385
BR_SP_351390,BR,SP,351390
BR_SP_351400,BR,SP,351400
BR_SP_351410,BR,SP,351410
BR_SP_351420,BR,SP,351420
BR_SP_351430,BR,SP,351430
BR_SP_351440,BR,SP,351440
BR_SP_351450,BR,SP,351450
BR_SP_351460,BR,SP,351460
BR_SP_351470,BR,SP,351470
BR_SP_351480,BR,SP,351480
BR_SP_351490,BR,SP,351490
BR_SP_351492,BR,SP,351492
BR_SP_351495,BR,SP,351495
BR_SP_351500,BR,SP,351500
BR_SP_351510,BR,SP,351510
BR_SP_351512,BR,SP,351512
BR_SP_351515,BR,SP,351515
BR_SP_351518,BR,SP,351518
BR_SP_351519,BR,SP,351519
BR_SP_351520,BR,SP,351520
BR_SP_351530,BR,SP,351530
BR_SP_351535,BR,SP,351535
BR_SP_351540,BR,SP,351540
BR_SP_351550,BR,SP,351550
BR_SP_351560,BR,SP,351560
BR_SP_351565,BR,SP,351565
BR_SP_351570,BR,SP,351570
BR_SP_351580,BR,SP,351580
BR_SP_351590,BR,SP,351590
BR_SP_351600,BR,SP,351600
BR_SP_351610,BR,SP,351610
BR_SP_351620,BR,SP,351620
BR_SP_351630,BR,SP,351630
BR_SP_351640,BR,SP,351640
BR_SP_351650,BR,SP,351650
BR_SP_351660,BR,SP,351660
BR_SP_351670,BR,SP,351670
BR_SP_351680,BR,SP,351680
BR_SP_351685,BR,SP,351685
BR_SP_351690,BR,SP,351690
BR_SP_351700,BR,SP,351700
BR_SP_351710,BR,SP,351710
BR_SP_351720,BR,SP,351720
BR_SP_351730,BR,SP,351730
BR_SP_351740,BR,SP,351740
BR_SP_351750,BR,SP,351750
BR_SP_351760,BR,SP,351760
BR_SP_351770,BR,SP,351770
BR_SP_351780,BR,SP,351780
BR_SP_351790,BR,SP,351790
BR_SP_351800,BR,SP,351800
BR_SP_351810,BR,SP,351810
BR_SP_351820,BR,SP,351820
BR_SP_351830,BR,SP,351830
BR_SP_351840,BR,SP,351840
BR_SP_351850,BR,SP,351850
BR_SP_351860,BR,SP,351860
BR_SP_351870,BR,SP,351870
BR_SP_351880,BR,SP,351880
BR_SP_351885,BR,SP,351885
BR_SP_351890,BR,SP,351890
BR_SP_351900,BR,SP,351900
BR_SP_351905,BR,SP,351905
BR_SP_351907,BR,SP,351907
BR_SP_351910,BR,SP,351910
BR_SP_351920,BR,SP,351920
BR_SP_351925,BR,SP,351925
BR_SP_351930,BR,SP,351930
BR_SP_351940,BR,SP,351940
BR_SP_351950,BR,SP,351950
BR_SP_351960,BR,SP,351960
BR_SP_351970,BR,SP,351970
BR_SP_351980,BR,SP,351980
BR_SP_351990,BR,SP,351990
BR_SP_352000,BR,SP,352000
BR_SP_352010,BR,SP,352010
BR_SP_352020,BR,SP,352020
BR_SP_352030,BR,SP,352030
BR_SP_352040,BR,SP,352040
BR_SP_352042,BR,SP,352042
BR_SP_352044,BR,SP,352044
BR_SP_352050,BR,SP,352050
BR_SP_352060,BR,SP,352060
BR_SP_352070,BR,SP,352070
BR_SP_352080,BR,SP,352080
BR_SP_352090,BR,SP,352090
BR_SP_352100,BR,SP,352100
BR_SP_352110,BR,SP,352110
BR_SP_352115,BR,SP,352115
BR_SP_352120,BR,SP,352120
BR_SP_352130,BR,SP,352130
BR_SP_352140,BR,SP,352140
BR_SP_352150,BR,SP,352150
BR_SP_352160,BR,SP,352160
BR_SP_352170,BR,SP,352170
BR_SP_352180,BR,SP,352180
BR_SP_352190,BR,SP,352190
BR_SP_352200,BR,SP,352200
BR_SP_352210,BR,SP,352210
BR_SP_352215,BR,SP,352215
BR_SP_352220,BR,SP,352220
BR_SP_352230,BR,SP,352230
BR_SP_352240,BR,SP,352240
BR_SP_352250,BR,SP,352250
BR_SP_352260,BR,SP,352260
BR_SP_352265,BR,SP,352265
BR_SP_352270,BR,SP,352270
BR_SP_352280,BR,SP,352280
BR_SP_352290,BR,SP,352290
BR_SP_352300,BR,SP,352300
BR_SP_352310,BR,SP,352310
BR_SP_352320,BR,SP,352320
BR_SP_352330,BR,SP,352330
BR_SP_352340,BR,SP,352340
BR_SP_352350,BR,SP,352350
BR_SP_352360,BR,SP,352360
BR_SP_352370,BR,SP,352370
BR_SP_352380,BR,SP,352380
BR_SP_352390,BR,SP,352390
BR_SP_352400,BR,SP,352400
BR_SP_352410,BR,SP,352410
BR_SP_352420,BR,SP,352420
BR_SP_352430,BR,SP,352430
BR_SP_352440,BR,SP,352440
BR_SP_352450,BR,SP,352450
BR_SP_352460,BR,SP,352460
BR_SP_352470,BR,SP,352470
BR_SP_352480,BR,SP,352480
BR_SP_352490,BR,SP,352490
BR_SP_352500,BR,SP,352500
BR_SP_352510,BR,SP,352510
BR_SP_352520,BR,SP,352520
BR_SP_352530,BR,SP,352530
BR_SP_352540,BR,SP,352540
BR_SP_352550,BR,SP,352550
BR_SP_352560,BR,SP,352560
BR_SP_352570,BR,SP,352570
BR_SP_352580,BR,SP,352580
BR_SP_352585,BR,SP,352585
BR_SP_352590,BR,SP,352590
BR_SP_352600,BR,SP,352600
BR_SP_352610,BR,SP,352610
BR_SP_352620,BR,SP,352620
BR_SP_352630,BR,SP,352630
BR_SP_352640,BR,SP,352640
BR_SP_352650,BR,SP,352650
BR_SP_352660,BR,SP,352660
BR_SP_352670,BR,SP,352670
BR_SP_352680,BR,SP,352680
BR_SP_352690,BR,SP,352690
BR_SP_352700,BR,SP,352700
BR_SP_352710,BR,SP,352710
BR_SP_352720,BR,SP,352720
BR_SP_352725,BR,SP,352725
BR_SP_352730,BR,SP,352730
BR_SP_352740,BR,SP,352740
BR_SP_352750,BR,SP,352750
BR_SP_352760,BR,SP,352760
BR_SP_352770,BR,SP,352770
BR_SP_352780,BR,SP,352780
BR_SP_352790,BR,SP,352790
BR_SP_352800,BR,SP,352800
BR_SP_352810,BR,SP,352810
BR_SP_352820,BR,SP,352820
BR_SP_352830,BR,SP,352830
BR_SP_352840,BR,SP,352840
BR_SP_352850,BR,SP,352850
BR_SP_352860,BR,SP,352860
BR_SP_352870,BR,SP,352870
BR_SP_352880,BR,SP,352880
BR_SP_352885,BR,SP,352885
BR_SP_352890,BR,SP,352890
BR_SP_352900,BR,SP,352900
BR_SP_352910,BR,SP,352910
BR_SP_352920,BR,SP,352920
BR_SP_352930,BR,SP,352930
BR_SP_352940,BR,SP,352940
BR_SP_352950,BR,SP,352950
BR_SP_352960,BR,SP,352960
BR_SP_352965,BR,SP,352965
BR_SP_352970,BR,SP,352970
BR_SP_352980,BR,SP,352980
BR_SP_352990,BR,SP,352990
BR_SP_353000,BR,SP,353000
BR_SP_353010,BR,SP,353010
BR_SP_353020,BR,SP,353020
BR_SP_353030,BR,SP,353030
BR_SP_353040,BR,SP,353040
BR_SP_353050,BR,SP,353050
BR_SP_353060,BR,SP,353060
BR_SP_353070,BR,SP,353070
BR_SP_353080,BR,SP,353080
BR_SP_353090,BR,SP,353090
BR_SP_353100,BR,SP,353100
BR_SP_353110,BR,SP,353110
BR_SP_353120,BR,SP,353120
BR_SP_353130,BR,SP,353130
BR_SP_353140,BR,SP,353140
BR_SP_353150,BR,SP,353150
BR_SP_353160,BR,SP,353160
BR_SP_353170,BR,SP,353170
BR_SP_353180,BR,SP,353180
BR_SP_353190,BR,SP,353190
BR_SP_353200,BR,SP,353200
BR_SP_353205,BR,SP,353205
BR_SP_353210,BR,SP,353210
BR_SP_353215,BR,SP,353215
BR_SP_353220,BR,SP,353220
BR_SP_353230,BR,SP,353230
BR_SP_353240,BR,SP,353240
BR_SP_353250,BR,SP,353250
BR_SP_353260,BR,SP,353260
BR_SP_353270,BR,SP,353270
BR_SP_353280,BR,SP,353280
BR_SP_353282,BR,SP,353282
BR_SP_353284,BR,SP,353284
BR_SP_353286,BR,SP,353286
BR_SP_353290,BR,SP,353290
BR_SP_353300,BR,SP,353300
BR_SP_353310,BR,SP,353310
BR_SP_353320,BR,SP,353320
BR_SP_353325,BR,SP,353325
BR_SP_353330,BR,SP,353330
BR_SP_353340,BR,SP,353340
BR_SP_353350,BR,SP,353350
BR_SP_353360,BR,SP,353360
BR_SP_353370,BR,SP,353370
BR_SP_353380,BR,SP,353380
BR_SP_353390,BR,SP,353390
BR_SP_353400,BR,SP,353400
BR_SP_353410,BR,SP,353410
BR_SP_353420,BR,SP,353420
BR_SP_353430,BR,SP,353430
BR_SP_353440,BR,SP,353440
BR_SP_353450,BR,SP,353450
BR_SP_353460,BR,SP,353460
BR_SP_353470,BR,SP,353470
BR_SP_353475,BR,SP,353475
BR_SP_353480,BR,SP,353480
BR_SP_353490,BR,SP,353490
BR_SP_353500,BR,SP,353500
BR_SP_353510,BR,SP,353510
BR_SP_353520,BR,SP,353520
BR_SP_353530,BR,SP,353530
BR_SP_353540,BR,SP,353540
BR_SP_353550,BR,SP,353550
BR_SP_353560,BR,SP,353560
BR_SP_353570,BR,SP,353570
BR_SP_353580,BR,SP,353580
BR_SP_353590,BR,SP,353590
BR_SP_353600,BR,SP,353600
BR_SP_353610,BR,SP,353610
BR_SP_353620,BR,SP,353620
BR_SP_353625,BR,SP,353625
BR_SP_353630,BR,SP,353630
BR_SP_353640,BR,SP,353640
BR_SP_353650,BR,SP,353650
BR_SP_353657,BR,SP,353657
BR_SP_353660,BR,SP,353660
BR_SP_353670,BR,SP,353670
BR_SP_353680,BR,SP,353680
BR_SP_353690,BR,SP,353690
BR_SP_353700,BR,SP,353700
BR_SP_353710,BR,SP,353710
BR_SP_353715,BR,SP,353715
BR_SP_353720,BR,SP,353720
BR_SP_353730,BR,SP,353730
BR_SP_353740,BR,SP,353740
BR_SP_353750,BR,SP,353750
BR_SP_353760,BR,SP,353760
BR_SP_353770,BR,SP,353770
BR_SP_353780,BR,SP,353780
BR_SP_353790,BR,SP,353790
BR_SP_353800,BR,SP,353800
BR_SP_353810,BR,SP,353810
BR_SP_353820,BR,SP,353820
BR_SP_353830,BR,SP,353830
BR_SP_353850,BR,SP,353850
BR_SP_353860,BR,SP,353860
BR_SP_353870,BR,SP,353870
BR_SP_353880,BR,SP,353880
BR_SP_353890,BR,SP,353890
BR_SP_353900,BR,SP,353900
BR_SP_353910,BR,SP,353910
BR_SP_353920,BR,SP,353920
BR_SP_353930,BR,SP,353930
BR_SP_353940,BR,SP,353940
BR_SP_353950,BR,SP,353950
BR_SP_353960,BR,SP,353960
BR_SP_353970,BR,SP,353970
BR_SP_353980,BR,SP,353980
BR_SP_353990,BR,SP,353990
BR_SP_354000,BR,SP,354000
BR_SP_354010,BR,SP,354010
BR_SP_354020,BR,SP,354020
BR_SP_354025,BR,SP,354025
BR_SP_354030,BR,SP,354030
BR_SP_354040,BR,SP,354040
BR_SP_354050,BR,SP,354050
BR_SP_354060,BR,SP,354060
BR_SP_354070,BR,SP,354070
BR_SP_354075,BR,SP,354075
BR_SP_354080,BR,SP,354080
BR_SP_354085,BR,SP,354085
BR_SP_354090,BR,SP,354090
BR_SP_354100,BR,SP,354100
BR_SP_354105,BR,SP,354105
BR_SP_354110,BR,SP,354110
BR_SP_354120,BR,SP,354120
BR_SP_354130,BR,SP,354130
BR_SP_354140,BR,SP,354140
BR_SP_354150,BR,SP,354150
BR_SP_354160,BR,SP,354160
BR_SP_354165,BR,SP,354165
BR_SP_354170,BR,SP,354170
BR_SP_354180,BR,SP,354180
BR_SP_354190,BR,SP,354190
BR_SP_354200,BR,SP,354200
BR_SP_354210,BR,SP,354210
BR_SP_354220,BR,SP,354220
BR_SP_354230,BR,SP,354230
BR_SP_354240,BR,SP,354240
BR_SP_354250,BR,SP,354250
BR_SP_354260,BR,SP,354260
BR_SP_354270,BR,SP,354270
BR_SP_354280,BR,SP,354280
BR_SP_354290,BR,SP,354290
BR_SP_354300,BR,SP,354300
BR_SP_354310,BR,SP,354310
BR_SP_354320,BR,SP,354320
BR_SP_354323,BR,SP,354323
BR_SP_354325,BR,SP,354325
BR_SP_354330,BR,SP,354330
BR_SP_354340,BR,SP,354340
BR_SP_354350,BR,SP,354350
BR_SP_354360,BR,SP,354360
BR_SP_354370,BR,SP,354370
BR_SP_354380,BR,SP,354380
BR_SP_354390,BR,SP,354390
BR_SP_354400,BR,SP,354400
BR_SP_354410,BR,SP,354410
BR_SP_354420,BR,SP,354420
BR_SP_354425,BR,SP,354425
BR_SP_354430,BR,SP,354430
BR_SP_354440,BR,SP,354440
BR_SP_354450,BR,SP,354450
BR_SP_354460,BR,SP,354460
BR_SP_354470,BR,SP,354470
BR_SP_354480,BR,SP,354480
BR_SP_354490,BR,SP,354490
BR_SP_354500,BR,SP,354500
BR_SP_354510,BR,SP,354510
BR_SP_354515,BR,SP,354515
BR_SP_354520,BR,SP,354520
BR_SP_354530,BR,SP,354530
BR_SP_354540,BR,SP,354540
BR_SP_354550,BR,SP,354550
BR_SP_354560,BR,SP,354560
BR_SP_354570,BR,SP,354570
BR_SP_354580,BR,SP,354580
BR_SP_354600,BR,SP,354600
BR_SP_354610,BR,SP,354610
BR_SP_354620,BR,SP,354620
BR_SP_354625,BR,SP,354625
BR_SP_354630,BR,SP,354630
BR_SP_354640,BR,SP,354640
BR_SP_354650,BR,SP,354650
BR_SP_354660,BR,SP,354660
BR_SP_354670,BR,SP,354670
BR_SP_354680,BR,SP,354680
BR_SP_354690,BR,SP,354690
BR_SP_354700,BR,SP,354700
BR_SP_354710,BR,SP,354710
BR_SP_354720,BR,SP,354720
BR_SP_354730,BR,SP,354730
BR_SP_354740,BR,SP,354740
BR_SP_354750,BR,SP,354750
BR_SP_354760,BR,SP,354760
BR_SP_354765,BR,SP,354765
BR_SP_354770,BR,SP,354770
BR_SP_354780,BR,SP,354780
BR_SP_354790,BR,SP,354790
BR_SP_354800,BR,SP,354800
BR_SP_354805,BR,SP,354805
BR_SP_354810,BR,SP,354810
BR_SP_354820,BR,SP,354820
BR_SP_354830,BR,SP,354830
BR_SP_354840,BR,SP,354840
BR_SP_354850,BR,SP,354850
BR_SP_354860,BR,SP,354860
BR_SP_354870,BR,SP,354870
BR_SP_354880,BR,SP,354880
BR_SP_354890,BR,SP,354890
BR_SP_354900,BR,SP,354900
BR_SP_354910,BR,SP,354910
BR_SP_354920,BR,SP,354920
BR_SP_354925,BR,SP,354925
BR_SP_354930,BR,SP,354930
BR_SP_354940,BR,SP,354940
BR_SP_354950,BR,SP,354950
BR_SP_354960,BR,SP,354960
BR_SP_354970,BR,SP,354970
BR_SP_354980,BR,SP,354980
BR_SP_354990,BR,SP,354990
BR_SP_354995,BR,SP,354995
BR_SP_355000,BR,SP,355000
BR_SP_355010,BR,SP,355010
BR_SP_355020,BR,SP,355020
BR_SP_355030,BR,SP,355030
BR_SP_355040,BR,SP,355040
BR_SP_355050,BR,SP,355050
BR_SP_355060,BR,SP,355060
BR_SP_355070,BR,SP,355070
BR_SP_355080,BR,SP,355080
BR_SP_355090,BR,SP,355090
BR_SP_355100,BR,SP,355100
BR_SP_355110,BR,SP,355110
BR_SP_355120,BR,SP,355120
BR_SP_355130,BR,SP,355130
BR_SP_355140,BR,SP,355140
BR_SP_355150,BR,SP,355150
BR_SP_355160,BR,SP,355160
BR_SP_355170,BR,SP,355170
BR_SP_355180,BR,SP,355180
BR_SP_355190,BR,SP,355190
BR_SP_355200,BR,SP,355200
BR_SP_355210,BR,SP,355210
BR_SP_355220,BR,SP,355220
BR_SP_355230,BR,SP,355230
BR_SP_355240,BR,SP,355240
BR_SP_355250,BR,SP,355250
BR_SP_355255,BR,SP,355255
BR_SP_355260,BR,SP,355260
BR_SP_355270,BR,SP,355270
BR_SP_355280,BR,SP,355280
BR_SP_355290,BR,SP,355290
BR_SP_355300,BR,SP,355300
BR_SP_355310,BR,SP,355310
BR_SP_355320,BR,SP,355320
BR_SP_355330,BR,SP,355330
BR_SP_355340,BR,SP,355340
BR_SP_355350,BR,SP,355350
BR_SP_355360,BR,SP,355360
BR_SP_355365,BR,SP,355365
BR_SP_355370,BR,SP,355370
BR_SP_355380,BR,SP,355380
BR_SP_355385,BR,SP,355385
BR_SP_355390,BR,SP,355390
BR_SP_355395,BR,SP,355395
BR_SP_355400,BR,SP,355400
BR_SP_355410,BR,SP,355410
BR_SP_355420,BR,SP,355420
BR_SP_355430,BR,SP,355430
BR_SP_355440,BR,SP,355440
BR_SP_355450,BR,SP,355450
BR_SP_355460,BR,SP,355460
BR_SP_355465,BR,SP,355465
BR_SP_355470,BR,SP,355470
BR_SP_355475,BR,SP,355475
BR_SP_355480,BR,SP,355480
BR_SP_355490,BR,SP,355490
BR_SP_355495,BR,SP,355495
BR_SP_355500,BR,SP,355500
BR_SP_355510,BR,SP,355510
BR_SP_355520,BR,SP,355520
BR_SP_355530,BR,SP,355530
BR_SP_355535,BR,SP,355535
BR_SP_355540,BR,SP,355540
BR_SP_355550,BR,SP,355550
BR_SP_355560,BR,SP,355560
BR_SP_355570,BR,SP,355570
BR_SP_355580,BR,SP,355580
BR_SP_355590,BR,SP,355590
BR_SP_355600,BR,SP,355600
BR_SP_355610,BR,SP,355610
BR_SP_355620,BR,SP,355620
BR_SP_355630,BR,SP,355630
BR_SP_355635,BR,SP,355635
BR_SP_355640,BR,SP,355640
BR_SP_355645,BR,SP,355645
BR_SP_355650,BR,SP,355650
BR_SP_355660,BR,SP,355660
BR_SP_355670,BR,SP,355670
BR_SP_355680,BR,SP,355680
BR_SP_355690,BR,SP,355690
BR_SP_355695,BR,SP,355695
BR_SP_355700,BR,SP,355700
BR_SP_355710,BR,SP,355710
BR_SP_355715,BR,SP,355715
BR_SP_355720,BR,SP,355720
BR_SP_355730,BR,SP,355730
BR_SP_GRU,BR,SP,
BR_SP_SAO,BR,SP,
BR_SP_VCP,BR,SP,
BR_TO,BR,TO,
BR_TO_170025,BR,TO,170025
BR_TO_170030,BR,TO,170030
BR_TO_170035,BR,TO,170035
BR_TO_170040,BR,TO,170040
BR_TO_170070,BR,TO,170070
BR_TO_170100,BR,TO,170100
BR_TO_170105,BR,TO,170105
BR_TO_170110,BR,TO,170110
BR_TO_170130,BR,TO,170130
BR_TO_170190,BR,TO,170190
BR_TO_170200,BR,TO,170200
BR_TO_170210,BR,TO,170210
BR_TO_170215,BR,TO,170215
BR_TO_170220,BR,TO,170220
BR_TO_170230,BR,TO,170230
BR_TO_170240,BR,TO,170240
BR_TO_170255,BR,TO,170255
BR_TO_170270,BR,TO,170270
BR_TO_170290,BR,TO,170290
BR_TO_170300,BR,TO,170300
BR_TO_170305,BR,TO,170305
BR_TO_170307,BR,TO,170307
BR_TO_170310,BR,TO,170310
BR_TO_170320,BR,TO,170320
BR_TO_170330,BR,TO,170330
BR_TO_170360,BR,TO,170360
BR_TO_170370,BR,TO,170370
BR_TO_170380,BR,TO,170380
BR_TO_170382,BR,TO,170382
BR_TO_170384,BR,TO,170384
BR_TO_170386,BR,TO,170386
BR_TO_170388,BR,TO,170388
BR_TO_170389,BR,TO,170389
BR_TO_170390,BR,TO,170390
BR_TO_170410,BR,TO,170410
BR_TO_170460,BR,TO,170460
BR_TO_170510,BR,TO,170510
BR_TO_170550,BR,TO,170550
BR_TO_170555,BR,TO,170555
BR_TO_170560,BR,TO,170560
BR_TO_170600,BR,TO,170600
BR_TO_170610,BR,TO,170610
BR_TO_170625,BR,TO,170625
BR_TO_170650,BR,TO,170650
BR_TO_170700,BR,TO,170700
BR_TO_170710,BR,TO,170710
BR_TO_170720,BR,TO,170720
BR_TO_170730,BR,TO,170730
BR_TO_170740,BR,TO,170740
BR_TO_170755,BR,TO,170755
BR_TO_170765,BR,TO,170765
BR_TO_170770,BR,TO,170770
BR_TO_170820,BR,TO,170820
BR_TO_170825,BR,TO,170825
BR_TO_170830,BR,TO,170830
BR_TO_170900,BR,TO,170900
BR_TO_170930,BR,TO,170930
BR_TO_170950,BR,TO,170950
BR_TO_170980,BR,TO,170980
BR_TO_171050,BR,TO,171050
BR_TO_171070,BR,TO,171070
BR_TO_171090,BR,TO,171090
BR_TO_171110,BR,TO,171110
BR_TO_171150,BR,TO,171150
BR_TO_171180,BR,TO,171180
BR_TO_171190,BR,TO,171190
BR_TO_171195,BR,TO,171195
BR_TO_171200,BR,TO,171200
BR_TO_171215,BR,TO,171215
