date,total_confirmed
2021-09-23,508228.0
2021-09-24,479839.0
2021-09-25,405421.0
2021-09-26,385407.0
2021-09-27,444903.0
2021-09-28,476189.0
2021-09-29,480529.0
2021-09-30,483979.0
2021-10-01,442904.0
2021-10-02,348558.0
2021-10-03,364179.0
2021-10-04,411503.0
2021-10-05,452471.0
2021-10-06,455246.0
2021-10-07,449816.0
2021-10-08,429888.0
2021-10-09,363158.0
2021-10-10,346389.0
2021-10-11,400649.0
2021-10-12,437798.0
2021-10-13,444892.0
2021-10-14,420161.0
2021-10-15,440793.0
2021-10-16,360609.0
2021-10-17,343867.0
2021-10-18,422615.0
2021-10-19,458411.0
2021-10-20,459952.0
2021-10-21,470561.0
2021-10-22,442288.0
2021-10-23,324563.0
2021-10-24,344190.0
2021-10-25,449559.0
2021-10-26,505464.0
2021-10-27,484459.0
2021-10-28,473040.0
2021-10-29,481229.0
2021-10-30,368544.0
2021-10-31,327557.0
2021-11-01,461256.0
2021-11-02,474200.0
2021-11-03,520217.0
2021-11-04,508660.0
2021-11-05,485159.0
2021-11-06,394253.0
2021-11-07,357066.0
2021-11-08,539008.0
2021-11-09,539762.0
2021-11-10,554585.0
2021-11-11,509033.0
2021-11-12,532713.0
2021-11-13,433489.0
2021-11-14,377706.0
2021-11-15,578899.0
2021-11-16,601037.0
2021-11-17,593969.0
2021-11-18,600035.0
2021-11-19,581058.0
2021-11-20,468505.0
2021-11-21,415908.0
2021-11-22,675313.0
2021-11-23,645118.0
2021-11-24,656667.0
2021-11-25,595559.0
2021-11-26,566271.0
2021-11-27,481102.0
2021-11-28,449205.0
2021-11-29,584716.0
2021-11-30,683248.0
2021-12-01,699597.0
2021-12-02,688693.0
2021-12-03,654760.0
2021-12-04,516661.0
2021-12-05,445750.0
2021-12-06,675729.0
2021-12-07,697261.0
2021-12-08,678861.0
2021-12-09,667534.0
2021-12-10,631057.0
2021-12-11,522358.0
2021-12-12,452787.0
2021-12-13,690693.0
2021-12-14,726484.0
2021-12-15,769417.0
2021-12-16,730857.0
2021-12-17,712647.0
2021-12-18,567057.0
2021-12-19,526598.0
2021-12-20,822588.0
2021-12-21,900074.0
2021-12-22,981102.0
2021-12-23,1021606.0
2021-12-24,925298.0
2021-12-25,679102.0
2021-12-26,669826.0
2021-12-27,1310808.0
2021-12-28,1519553.0
2021-12-29,1821934.0
2021-12-30,1922634.0
2021-12-31,1736732.0
2022-01-01,1311771.0
2022-01-02,1209356.0
2022-01-03,2294969.0
2022-01-04,2629471.0
2022-01-05,2779781.0
2022-01-06,2673984.0
2022-01-07,2772866.0
2022-01-08,2271690.0
2022-01-09,2029933.0
2022-01-10,3203002.0
2022-01-11,3242668.0
2022-01-12,3328934.0
2022-01-13,3300497.0
2022-01-14,3240409.0
2022-01-15,2527793.0
2022-01-16,2249950.0
2022-01-17,3251849.0
2022-01-18,3762069.0
2022-01-19,3837107.0
2022-01-20,3748722.0
2022-01-21,3604594.0
2022-01-22,2835647.0
2022-01-23,2595165.0
2022-01-24,3494462.0
2022-01-25,3669607.0
2022-01-26,3629082.0
2022-01-27,3528919.0
2022-01-28,3330152.0
2022-01-29,2684327.0
2022-01-30,2330369.0
2022-01-31,2905380.0
2022-02-01,3296535.0
2022-02-02,3036028.0
2022-02-03,3177544.0
2022-02-04,2593772.0
2022-02-05,2195833.0
2022-02-06,1924372.0
2022-02-07,2300512.0
2022-02-08,2971836.0
2022-02-09,2537104.0
2022-02-10,2334008.0
2022-02-11,2066412.0
2022-02-12,1703326.0
2022-02-13,1578500.0
2022-02-14,1816854.0
2022-02-15,2096879.0
2022-02-16,2016028.0
2022-02-17,1930142.0
2022-02-18,1725751.0
2022-02-19,1449863.0
2022-02-20,1334891.0
2022-02-21,1524971.0
2022-02-22,1768486.0
2022-02-23,1630525.0
2022-02-24,1592243.0
2022-02-25,1458096.0
2022-02-26,1244855.0
2022-02-27,1179646.0
2022-02-28,1416849.0
2022-03-01,1577298.0
2022-03-02,1662046.0
2022-03-03,1664669.0
2022-03-04,1505334.0
2022-03-05,1356358.0
2022-03-06,1270391.0
2022-03-07,1652189.0
2022-03-08,1887598.0
2022-03-09,1770947.0
2022-03-10,1810887.0
2022-03-11,1875287.0
2022-03-12,1389953.0
2022-03-13,1533262.0
2022-03-14,1620098.0
2022-03-15,752327.0
2022-03-16,532673.0
2022-03-17,93398.0
2022-03-18,0.0
